,count,hate_speech,offensive_language,neither,class,tweet
20014,3,0,0,3,2,"RT I drove my daughter's guinea pig to the vet's this morning. 

I'm quite handy with my new Callaway golf clubs.

#sickipedia"
20019,3,0,0,3,2,RT Quan helps everyone out with random questions and computer stuff but no one can oop him GRs?! Something ain't right abo
20022,3,0,0,3,2,"RT Now Call Down Your Dark and Your Cold and Be Damned, Charlie Brown"
20023,6,0,0,6,2,"RT For lots of great oldies, check out ""Memories and More"", with Yankee Rose, today from 1:00 PM to 4:00 PM Eastern! "
20034,3,0,0,3,2,RT The P72 Derek Jeter used to hit the walk-off single in his final Stadium at-bat. (Images via htt
20046,3,0,0,3,2,RT I'm only back cause I don't wanna see the boys lose to trash #vote5sos
20053,3,0,0,3,2,RT The only things you need in life are comfy shirts and Oreos #southernshirt
20056,3,0,0,3,2,"RT Yankees didn't want Russell Martin, so he signed with the Pirates 2 years ago. Pirates have made back-to-back postseasons"
20057,3,0,0,3,2,"RT Dani Alves uses his new gray hair to talk himself out of a yellow card, telling the referee, ""I am but a humble senior "
20058,3,0,0,3,2,RT It's a bird...It's a plane...It's SuperManu #NBASuperHeroes
20061,3,0,0,3,2,"RT It's a bird! It's a plane! It's a boat! No...It's, it's... a flying human? #lakeerie #cle "
20068,3,0,0,3,2,RT I have yet to master the art of eating a powdered donut without looking like I just left Charlie Sheen's house.
20075,3,0,0,3,2,RT MS bids for most social Christmas yet with Follow the Fairies campaign  #CLE #marketing
20079,3,0,0,3,2,"RT 
Charlie understood  how to keep those percentages  lower.. "
20083,6,0,0,6,2,"RT Once again, birds of a feather...."
20084,6,0,0,6,2,RT I have a pink fuzzy one  a silky silver one. Bathrobes are a wonderful thing 
20086,3,0,0,3,2,RT Buy me double stuffed Oreos and you can be my boyfriend
20089,3,0,0,3,2,RT So City Lights is a Charlie Chaplin movie by  via @wordpressdotcom
20097,3,0,0,3,2,RT I wear beanies all winter long! So no bandanas till summer
20098,3,0,0,3,2,RT I'm having a date at Yankee Field then getting kiss cam.. #bucketlist
20109,3,0,0,3,2,RT my score on flappy bird is higher than the broncos score right now
20112,3,0,0,3,2,"RT Stuff broke loose, must not panic and share GIF instead "
20116,3,0,0,3,2,RT Charlie Crist Leads Rick Scott In a Florida Governor's Race Where Every Vote Will Matter 
20118,3,0,0,3,2,"RT Prime suspect of #Foley murder is 23y/o British Jihadi who, wait for it ... ""declared his allegiance to Anonymous'"" "
20133,3,0,0,3,2,"RT in the trash, i hope. RT just dropped four new songs"
20166,3,0,0,3,2,RT Yankee Doodle had a farm. Cotton farm
20187,3,0,0,3,2,"RT Royal city of the Kushite kings at Meroe (Sudan),near River Nile.It was the seat of the rulers who occupied Egypt http://"
20197,3,0,0,3,2,RT A birds eye view of today's #harvest14 activities. Thanks for the great camera work! 
20202,3,0,0,3,2,"RT Dreigdwergen, haatsmurfen en de Roze Khmer: hoe Twitter een slagveld werd  via @decorrespondent"
20203,3,0,0,3,2,RT Fairy tale does not deny the existence of sorrow and failure...
20206,3,0,0,3,2,RT Have their been any reports of an aerosolized virus that turns apes intelligent? Seems like that kind of day.
20207,3,0,0,3,2,"RT Found cheese cracker sandwiches in the cabinet, a year expired. Ate them anyway. If I die tonight, these will be the worst l"
20208,3,0,0,3,2,RT Piers Morgan to Charlie Sheen: You were taking Cocaine Charlie Sheen: I wasnt taking it. I had to pay for it. via ...
20211,3,0,0,3,2,RT Charlie Crist Refuses To Back Down From Race-Based Attack On GOP 
20214,3,0,0,3,2,RT There will be track sweeping during this yellow.
20229,3,0,0,3,2,RT I wanna eat weed brownies but then I ask my self if I really wanna spend countless hours watching a documentary on sea tu
20241,3,0,0,3,2,"RT UPDATE: Collegian dressed as yellow Teletubby will face charges for break-in, theft of Chinese food leftovers... "
20269,3,0,0,3,2,"RT On this #USMNT day 2014, the Yanks advanced out of the #GroupOfDeath despite a 0-1 loss to #GER."
20284,3,0,0,3,2,RT draya really out catching a tan while her son looking out the window like the ikea monkey while everybody trick or treati
20290,3,0,0,3,2,RT Flappy bird is taking over my life. I can hear the bird crashing every time something goes wrong. 
20293,3,0,0,3,2,RT Well we sure as heck know how to read. I'm reading the trash right now and almost everything I've heard on the web
20302,3,0,0,3,2,"RT China's bird flu outbreak: 3 good signs, 3 bad signs and 3 very bad signs "
20306,3,0,0,3,2,RT Just me or are there a lot of tweets from media tonight about election night food??!! For the record: cheese  crackers @s
20307,3,0,0,3,2,"RT last thought before bed: in '92 we had a ""mock election"" in 3rd grade and i voted for Perot. maybe i related to his rea"
20313,3,0,0,3,2,RT Charlie wearing the 'Don't Tread On Me' flag pin? Every Dem should show up in Congress in 2015 wearing that @ESQPoliti
20321,3,0,0,3,2,"RT Even shorter Charlie Sheen: ""Your move, Mel Gibson."""
20328,3,0,0,3,2,"RT On the east coast there's colored hair everywhere. 

This must be the sweetest wave ever."
20332,3,0,0,3,2,RT My Chinese social media feed is in total hysteria over the onset of bird flu  recent dead pigs in the river in #Shang ...
20345,3,0,0,3,2,RT Let's go Yankees
20347,3,0,0,3,2,RT Gov Rick Scott Refuses To Debate Charlie Crist Because Of A Small Fan 
20348,3,0,0,3,2,RT New avi thanks to b Oreo
20373,3,0,0,3,2,RT Feeling the crisp fall wind spinning around me and watching the colorful leaves fall like rainbow colored raindrops slowly
20384,3,0,0,3,2,RT Chest tattoos on females are trash .
20396,3,0,0,3,2,RT Who's to blame for the Yankees underperformance this year? The Umps? Management? The Ebola Outbreak?...How 'bout the player
20437,3,0,0,3,2,"RT where are all the thinkpieces on why kids call themselves ""trash"" and ""garbage"" these days"
20444,3,0,0,3,2,RT from a TDD POV linux is just a mock for the kernel of the GNU/HURD system.
20451,3,0,0,3,2,RT what got me into baseball! :Well only a couple more days till all these legends will be retired #CORE4 #Yankees 
20457,3,0,0,3,2,"RT: Thank you, Captain. It'll never be the same. #Jeter#2 "
20463,3,0,0,3,2,"Rams too ""Lakers as a whole is trash RT Jordan Hill is trash. Play Davis and Randle more"""
20471,3,0,0,3,2,Ravioli stuffed wit lobster nd a nice stuffed clam #eating betterthanamobster 
20476,3,0,0,3,2,Reaaallly wish I had more milk for Oreos. Lol
20479,3,0,0,3,2,Ready to go get my fried Oreos
20481,3,0,0,3,2,Real basketball players get disappointed when they throw something in the trash can and miss
20494,3,0,0,3,2,Real talk not being byes or nothin! The whole NFC south glad bag trash this year none of the teams have a chance making it to the playoffs!
20500,3,0,0,3,2,Really tempted to let out the redneck side of my drink a lot of beer and sing some country karaoke..
20503,3,0,0,3,2,Reaper drones pinpoint Jihadi John  via @MailOnline
20512,3,0,0,3,2,"Remember that fear is there to guide you, not cripple you."
20520,3,0,0,3,2,Rescue elephant calf Nunai looking fuzzy at the International Fund for Animal Welfare Rehabilitati 
20523,3,0,0,3,2,Review: The Yanks are Coming! A Military History of the United States in World War I  via @BreitbartNews
20524,6,0,0,6,2,"Rewrite, tinker with it's official language regarding same-sex relationships, divorce, remarriage, etc. But nothing is set in stone at all."
20542,3,0,0,3,2,"Rose colored glasses only, you guys. #wvnextin6"
20543,3,0,0,3,2,"Roseanne really bums me out. The show, and the woman. On that note, it's time to chug some ZzzQuil."
20548,3,0,0,3,2,Rotherdam #RapeJihad coverup: young girls sacrificed on altar of political correctness in favor pf paki pedo gangs 
20555,3,0,0,3,2,Ruby is not ugly #bunga bunga
20556,3,0,0,3,2,Rudy Throws Fastballs Near Charlies Chin..(No Sweat) Crist Ducking Giuliani Campaign Politics In Florida! DoG 
20567,3,0,0,3,2,Russel Martin had a miserable season but is quietly having a good September #Yankees #BlueJays #MLB
20581,3,0,0,3,2,S/o to my mom came home to tacos and brownies 
20589,3,0,0,3,2,SNL mocks entire Obama tenure in Ebola skit - Hot Air 
20590,3,0,0,3,2,SOMEBODY please BRING OUT OF MY hotel room and HIRE ME for something REAL I work hard for somebody throwing me in the trash. #IWantOut
20599,3,0,0,3,2,Saltine crackers for dinner lol. Sad lyfe.
20612,3,0,0,3,2,Sapete che? Vi odio..... ho finito..
20614,3,0,0,3,2,"Saw 5 pick up a dime off the floor with her toes. Apparently my ""monkey toes"" gene is strong with that one."
20634,3,0,0,3,2,"School
Schoo
Scho
Sch
Sc
S
St
Sta
Stay
Stay h
Stay ho
Stay hom
Stay home"
20638,3,0,0,3,2,Scott brooks finds new ways to flip me the bird each game. I know it's the right move but #Idontcare #KDStreak #imsad
20648,3,0,0,3,2,Sebastian is high on cat nip rn
20658,3,0,0,3,2,See the jumbotron? Thats where the jig is
20666,3,0,0,3,2,Seeing another baseball team just makes me wanna book my trip right now.
20681,3,0,0,3,2,Serious question here; How many country songs mention honkey tonk(s)?
20684,3,0,0,3,2,"Seriously, reading 'thriller' like books spook me more than most horror movies. 
#bookgeek"
20689,3,0,0,3,2,Sewing is also a requirement to be an #ISIS Jihadi girl - keep the men's clothes presentable #ISISFeminism 
20697,3,0,0,3,2,Shades of Eric Chavez's past gold glove! #Yankees #Oakland
20703,3,0,0,3,2,"She May Be Dumb As A Stump, but even Sarah mocks OBAMA! "
20734,3,0,0,3,2,"She has zebra tights in her take home bag, me and my mom are just "
20768,3,0,0,3,2,She unfollowed me after I said I cried watching dawn of the apes lmaooooooo
20777,6,0,0,6,2,She's just mad cuz her big toe looks like an angry bird! Haha
20778,3,0,0,3,2,Sheehey back door cuts still go un guarded! #IU #HoosierHoops #hoosiers
20797,3,0,0,3,2,Short answer: Yes. ~ Sage Grouse Rebellion: Will Obama use two small birds to limit oil drilling in the West? 
20799,3,0,0,3,2,Should #Oscar go to or #Computer that turned him into an ape?  NO...The #ComputerScience major #Movie
20800,3,0,0,3,2,Should I be worried that a lady behind my building is talking to a crow?
20802,3,0,0,3,2,Should I take a nap though too kill a mocking bird or nah?
20823,3,0,0,3,2,Shut up birds it's bed time.
20833,3,0,0,3,2,Shy girls 
20835,3,0,0,3,2,"Shy singer surprises and melts Simons heart:  

This was so damn beautiful! I almost cried!!"
20845,3,0,0,3,2,Sighs of relief from Beijing Guoan fans  #China's govt as club nips Japanese rival 2-1 in tense match: #football 
20850,3,0,0,3,2,Sinai Jihadi Group Beheads 3 Accused of Being 'Spies of the Jews'  via @BreitbartNews
20865,3,0,0,3,2,"Sitting alone watching White Chicks, no pants, fuzzy blankets, tea || turn up"
20870,3,0,0,3,2,Sixten just shoved like 8 Oreos down his throat
20873,3,0,0,3,2,Skippy and the Kats. #FezBandName @RonandFezSXM
20915,6,0,0,6,2,Smuggled letter by Gaza tunnel digger details suffering under Hamas rule  via @TheMuslimIssue
20933,3,0,0,3,2,So I'm at #tedgibson and Ted is getting his hair colored right beside me. Heeeey!
20934,3,0,0,3,2,"So I've been pretty paranoid about the cooling weather bringing about an abundance of birds in Austin, NYC and Philadelphia."
20935,3,0,0,3,2,So Politico says Rney will win and then goes after Gallup for doing the same thing. LMAO at you #teabaggers #morningjoe
20950,3,0,0,3,2,"So i bought condoms for my party at rite aid and the lady gave me a dirty look, just now i came back and bought trash bags #imagineherface"
20957,3,0,0,3,2,"So let's see what you look like in the AM without the 10 filters and colored contact lenses, your followers are dying to know 

@uberfoxy"
20967,3,0,0,3,2,"So my daughter seen Charlie Villanueva... Questions on 1,000 "
20969,3,0,0,3,2,"So my light was off  door was closed , mom walks in turn lights on . Tells me to take trash out in the morning . then walked out.. Light on"
20978,3,0,0,3,2,So real it's unreal LOL #Yankees #WorldSeries #27andCounting #MLB #MLBtheShow12 
20989,3,0,0,3,2,"So we are not even two full games into the season, and the fairweather whining is already in full effect? #Yankees"
20995,3,0,0,3,2,"So you don't want to see the true life story of American heroes, Bizzy, Lazy, Krayzie  Wish... you wanna watch hillbillies shoot pumpkins"
20999,3,0,0,3,2,"So, I can get into something closely approximating the full bird of paradise yoga pose. TIME TO MAKE MY RAGDOLL COSPLAY"
21000,3,0,0,3,2,"So, about this flappy bird game then."
21015,3,0,0,3,2,Some Jihadi posted a bio of the #ISIS boss Mr Awad with excellent sociological info. Can't thank him/her enough for the gift.
21016,6,0,0,6,2,Some are oval and some are pink some are blue and some are just yellow
21024,3,0,0,3,2,"Some black people live in an entirely different world where everything is peaches and cream, apparently. Take off the rose colored glasses."
21062,3,0,0,3,2,"Someone at my household wants to die. I get all excited to enjoy a couple of Oreos, but someone left ONLY ONE. ONE FRIGGIN' OREO. "
21065,3,0,0,3,2,Someone come take these brownies away from me before I eat the whole pan!
21067,3,0,0,3,2,Someone please bring me Goldfish crackers
21069,3,0,0,3,2,"Someone should explain to Blake griffin that talking trash to an opposing 3rd string is unbecoming, even amongst clippers."
21073,3,0,0,3,2,Someone tell the royals to stay home there trash
21077,3,0,0,3,2,"Someone's mother called me a ""handsome, buff, yellow thang"" last night... my ego was temporarily elevated and was dying lol"
21084,3,0,0,3,2,"Sometimes I wish I had a cute pet monkey, but then I remember it would probably defecate everywhere, beat me up, and destroy my house."
21103,3,0,0,3,2,Sooo my first aid/cpr certification came in handy tonight. Glad I didn't lose my monkey @Bekkalina13
21105,3,0,0,3,2,"Sore Loser Charlie Crist Wont Give Concession Speech, Calls For Recount  #tcot #pjnet"
21116,3,0,0,3,2,Sources say that Charlie Crist is on the phone with Rick Scott as I type this to concede.
21118,3,0,0,3,2,Space brownies 
21122,3,0,0,3,2,"Speaking of ford and garland, I need to get my sub from there. And a job application. Lol killin 2 birds with one stone!! #merica"
21124,3,0,0,3,2,"Special thanks to Tina, Charlie and staff at Waverly Hills... thanks to everyone that dedicated time to make the... "
21135,3,0,0,3,2,Stafford trash without Megatron #fantasyfootballproblems
21143,3,0,0,3,2,Stay warm  #beanies #sweaterweather #booty4ever 
21145,3,0,0,3,2,Stayin up late to watch #Ichiro #Yankees
21147,3,0,0,3,2,Step up and take your oppurtunity! #freshfaces #iubb #hoosiers
21169,3,0,0,3,2,"Stop Smokin' Bathsalt, Charlie Brown! #rejectedpeanutsspecials"
21189,3,0,0,3,2,"Study by Center for Biological Diversity called (taxpayer funded) Ivanpah a mega-trap-will kill 28,000 birds year. "
21215,3,0,0,3,2,Such a trash episode of the walking dead tonight.
21225,3,0,0,3,2,Sunday's are the day to chug through while everyone else around you is obsessing with what their fave football team does and fantasy league.
21233,3,0,0,3,2,"Surprise, surprise! TSA trashes Brandon Darby's Border Patrol sources "
21239,3,0,0,3,2,Swap meet bound #beaner
21244,3,0,0,3,2,"Sweet baby birds, you crack me up. ~~ Houston Foodlovers "
21247,3,0,0,3,2,Sweet! Just found that box of Twinkies I bought last year for $225.00! I bet its at least tripled by now! Such a no-brainer buy!
21262,3,0,0,3,2,"TRUST ME #Seattle WE GIVE #Thanksgiving it's DUE A huge, flightless bird? Dream come true for European bird eaters......."
21275,3,0,0,3,2,Taking out a second mortgage and betting it all on the Yankees winning the World Cup. They win a lot; seemed like a no-brainer to me.
21286,3,0,0,3,2,Taria the filterless sis.dari the angelic sis.im the big bro lol and jigg lil bro
21288,3,0,0,3,2,Tattoos are about expression not meaning. One mans trash is another mans treasure 
21317,3,0,0,3,2,Terrifying. #leprechaun 
21318,3,0,0,3,2,Text me instead of playing flappy birds #SoIKnowItsReal
21329,3,0,0,3,2,Thank you Charlie @Kacado
21330,3,0,0,3,2,"Thank you Charlie, Happy Thursday @RevkahJC"
21331,3,0,0,3,2,"Thank you, hand out that candy Charlie @PattiSM74"
21333,3,0,0,3,2,Thanks Charlie @Kacado
21335,3,0,0,3,2,"Thanks Charlie, have a great evening @PattiSM74"
21338,3,0,0,3,2,"Thanks to cracker tweets today, my pilchards on Krackerwheat are repeating on me like a typical night on the #BBC :-/"
21346,3,0,0,3,2,That Principal shld be ashamed 'Look at these poor colored kids who WE made smart' They are not your props. #disgusted #morningjoe
21385,3,0,0,3,2,That crow has socks
21389,3,0,0,3,2,"That dude from Chicago w/ the fuzzy mustache and bangs, Johnny Love, he's whack. #memoriesofidots"
21392,3,0,0,3,2,That front flip was trash. That's how I front flip into the swimming pool and land on my back every time.
21415,3,0,0,3,2,That night cap nonsense is for the birds.!
21432,3,0,0,3,2,That warm fuzzy feeling when you're able to give someone a helping hand. Talking about medical problems with others can really help.
21434,3,0,0,3,2,That was a solid investment of 15 mins. Cue up Frank. Yankees. Wow.
21438,3,0,0,3,2,That was not good times! Starting the mickey mouse club soon!
21439,3,0,0,3,2,That was trash. I'm just gonna put my phone down. Goodnight
21458,3,0,0,3,2,That's right I'm making brownies right now 
21477,3,0,0,3,2,"The ""Yanks"" Are Coming: From Disparagement to Pride "
21478,3,0,0,3,2,The #Yankees don't need Tanaka or Beltran or all these 'big name' players!!! #believe
21483,3,0,0,3,2,"The are playing the tonight. In other words, I am not friends with @mtaraban."
21484,3,0,0,3,2,The African Goshawk (Accipiter tachiro) is a species of bird of prey in the Accipitridae family. fou 
21486,3,0,0,3,2,The Conjuring wasn't trash. It just wasn't as good as Insidious.
21488,3,0,0,3,2,"The Devil Wears Charlie, by Revlon. #lesserfilms"
21490,3,0,0,3,2,The Giants trash
21491,3,0,0,3,2,The Guy got excited when he saw Oreo cookie crusts. He thought I was making pie. He was bummed when he realized it was cheesecake.
21494,3,0,0,3,2,The John Cantlie video issued by Al Furqan media is a new level of the Jihadi propaganda: promises more episodes  wages ideological warfare
21497,3,0,0,3,2,"The Met Office has issued an amber warning of snow,at least it's not a warning of amber snow.Posh word for yellow."
21499,3,0,0,3,2,"The Office, fuzzy socks, and my favorite blanket is literally all I need in life rn"
21504,3,0,0,3,2,The Republican Lt Governor of Missouri says he's sorry he called LAW Anglo-American Law. Racist Pig That he is...
21505,3,0,0,3,2,The Rick Scott/Charlie Crist ads have been running nearly non-stop in Florida for the past week. And they are getting even worse.
21513,3,0,0,3,2,The Yankees still suck! @nikaaaa3
21517,3,0,0,3,2,"The beautiful Fairy Pools near Glenbrittle on the Isle of Skye, Scotland "
21519,3,0,0,3,2,The bengals have been trash for like 5 weeks it seems
21521,3,0,0,3,2,The bird is the word. #EsuranceSave30
21522,3,0,0,3,2,The birds and the bees 
21523,3,0,0,3,2,The birds and the bugs #voguet by Anat R  via #vintage #jewelry #bugout #insects #birds
21535,3,0,0,3,2,The boy who shot albino deer 
21536,3,0,0,3,2,The brownies I just made are a sin
21545,3,0,0,3,2,The early bird gets the worm But the second mouse gets the cheese
21546,3,0,0,3,2,The early bird takes a nap before noon.
21549,3,0,0,3,2,The ending to that Yankee game was so planned I can't even take it
21551,3,0,0,3,2,The family of Ron O'Neal needs to sue Wu-Tang for that trash song they released in his name.
21562,3,0,0,3,2,The guinea fowls are not what they seem.
21571,3,0,0,3,2,The jig
21572,6,0,0,6,2,The jigg is up
21574,3,0,0,3,2,"The last at-bat at Yankee Stadium. Thanks for making it a good one, Captain. #FarewellCaptain. "
21603,3,0,0,3,2,The pro-ISIS Jihadi prayer from Hajj making the rounds now. 
21604,3,0,0,3,2,"The punishment should fit the crime. For instance, if you take the last Twinkie you should choke on that Twinkie. Twinkie's are sacred."
21607,3,0,0,3,2,The redskins just begging to lose this game smh
21611,3,0,0,3,2,The right for an English person to go about his business is more important than any suspicion of some rouge wog cop.
21626,3,0,0,3,2,The value of Abu Qutadas statement is that his credentials in Jihadi circles are impeccable. Hes facing trial on terrorism charges.
21638,3,0,0,3,2,Thee Bears are trash tho...
21640,3,0,0,3,2,Their gotta be a loaded lux vs Murda mook 3
21643,3,0,0,3,2,Them brownies tho 
21663,3,0,0,3,2,Then Zerah the Cushite came against them with an army of one million men and 300 chariots. They came as far as Mare 
21679,3,0,0,3,2,There is a trash bag in my hall thats been there for like 2 wks. Weird thing: it changes consistency every few days
21680,3,0,0,3,2,"There is no such rule as ""tie goes to the runner"". Out or safe. #Yankees #JohnSterling"
21682,3,0,0,3,2,There is this yellow thing in the sky. I don't know what to make of it.
21688,3,0,0,3,2,There's a bird nest in my garage and so now when the birds fly out they poop on my car. 
21695,3,0,0,3,2,"There's gonna be a lot of trash talk today
#worldcup"
21708,3,0,0,3,2,These birds messy.
21746,3,0,0,3,2,These brownies 
21841,3,0,0,3,2,These peanut butter brownies bout to give me life too! 
21858,3,0,0,3,2,They come to you out of the blue. They make others see red and green with envy. They aren't always black or white. You're not yellow luckily
21859,3,0,0,3,2,They didn't lose the city. Red Sox fans are bandwagon fans just like Yankee fan. #morningjoe
21865,3,0,0,3,2,They got the redskins faking injuries
21870,3,0,0,3,2,They have a clumsy bird too lol what is life
21874,3,0,0,3,2,They must be Russian birds! Russian birds are known for invading Chiminea. @KimMarcumTexas
21880,3,0,0,3,2,They say one man's trash is the next man's treasure. Where one finds pain the next might find pleasure.
21881,3,0,0,3,2,They say our state bird is rare...I literally see one at least once a day
21893,3,0,0,3,2,"They were taking a picture and I saw a bird fly past and I was like, oh bird! @HeidyPalma21"
21898,3,0,0,3,2,Thing that made me feel old today: Tori Amos is 50.
21904,3,0,0,3,2,Thinking bout those oysters at the gator bait tho
21912,3,0,0,3,2,This 8 yr old on #masterchefjunior made my chicken look like trash.
21915,3,0,0,3,2,"This Billy Crystal tribute to Derek Jeter is crazy. I hate the Yankees, but man... Derek Jeter.... #RE2PECT"
21918,3,0,0,3,2,"This Isn't Murica, Charlie Brown. #rejectedpeanutsspecials"
21921,3,0,0,3,2,This O6 just caught me talking to a bird and that was pretty embarrassing
21927,3,0,0,3,2,This being sick is for the birds.
21929,3,0,0,3,2,"This being too sick to function is for the birds ! I was starting to feel slightly better earlier,now I feel like death again!"
22022,3,0,0,3,2,This brownies bro
22023,6,0,0,6,2,This car has two registration tags. Both yellow. One for 2014  one for 2005. Wth 
22026,3,0,0,3,2,This cowboys an redskins game was a hell of a game
22027,3,0,0,3,2,"This does create a slippery slope tho , players gonna have to watch they mouth too , no tolerance for ignorance anymore"
22035,3,0,0,3,2,This flappy bird game addicting .
22039,3,0,0,3,2,This fuzzy wuzzy kitten wants to know how a raven is like a writing desk. Find out why here   
22060,3,0,0,3,2,This hot chocolate and Famous Amos too bomb right now
22066,3,0,0,3,2,"This is a sexy tweet. RT With a 6-0 lead, #Yankees turn to Matt Thornton to finish off the Red Sox in the 9th."
22067,3,0,0,3,2,This is better than flappy bird. #FallOutBird 
22077,3,0,0,3,2,This is really for RT Exploding giant yellow ducks. Youll appreciate this: 
22078,3,0,0,3,2,This is so much fun!  #1UBB #1ndiana #hoosiers #hoosierdaddy
22079,3,0,0,3,2,This is true... RT Charlie Clips the coldest battle rapper doing it. No debating!!!
22081,3,0,0,3,2,This is why my mother isn't allowed to make brownies 
22083,3,0,0,3,2,This is why nothing gets done. Morons like Coburn trying 2 ad a gun amendment 2 a public works bill. Push back on the #teabagger #morningjoe
22095,3,0,0,3,2,"This mint brownies recipe is made with almond flour, coconut palm sugar, coconut oil, and coconut mi "
22096,3,0,0,3,2,This morning is brought to you by Emergen-C. I really need to nip this cold/flu business in the bud. #NoGermsWanted
22097,3,0,0,3,2,This music is trash
22099,3,0,0,3,2,This my dog telling me he is done playing frisbee for now.. lazy mutt 
22100,3,0,0,3,2,This new avi trash or nah
22126,3,0,0,3,2,This no beef thing is for the birds!!!
22130,3,0,0,3,2,"This one night I was tripping off brownies I put my running shoes on and I was still in pjs, it was 2am ! "
22131,3,0,0,3,2,"This picture on Weibo made China's censors add ""big yellow duck"" to its list of banned terms   "
22153,3,0,0,3,2,This waiting thing is for the birds...
22160,3,0,0,3,2,"This whole game, I've been trying to figure out why the Dutch are wearing yellow. SMH."
22165,3,0,0,3,2,This. Good. #pricklypear #shiner 
22166,3,0,0,3,2,This. Good. #pricklypear #shiner 
22171,3,0,0,3,2,Thou shall not mock Ryan(the future)Kelly
22174,3,0,0,3,2,Three little birds
22180,3,0,0,3,2,Thursdays really been trash this season @nfl
22181,3,0,0,3,2,"Thw White Iron Band plays this weekend in Fargo,ND at the Aquarium(21+) ,Friday(10-29-10) with Charlie Parr. The next night,Saturday..."
22188,6,0,0,6,2,Time 2 kill 2 birds with 1 stone. Work out while I renew my food handlers card online. Push play for this dumb class
22204,3,0,0,3,2,"To be clear, I don't think there's any chance Krug leaves for Russia. But it's fun to mock the speculation."
22207,3,0,0,3,2,To the senior class: there will be Oreo funfetti bars in the den this morning 
22211,3,0,0,3,2,Today is fun but tuesday will be awesome. #IU v #michiganst #1UBB #hoosiers
22225,3,0,0,3,2,Tommy trash
22226,3,0,0,3,2,Tomorrow's agenda: bake brownies  visit a couple open house.
22229,3,0,0,3,2,Tonight starts the road the Super Bowl for the Here we go brownies here we go! WOOF WOOF #Browns2014Draft
22230,3,0,0,3,2,Tonight. My sole purpose is to be thoroughly intoxicated. Night off and no class In the AM. Maybe I deserve it
22251,3,0,0,3,2,"Tracy Morgans car wreck and the press was covered by Zappa in the 60's...""Some joker with a brownie and ye'll see it all complete"""
22252,3,0,0,3,2,Traffic in the gables 
22253,3,0,0,3,2,Trailor trash tina time 
22261,3,0,0,3,2,Trending: 2 adult human skulls found in trash in Connecticut  
22278,3,0,0,3,2,Try Rex's NEW water roasted tomato/potato sawdust crackers! Loaded with enough sodium as to make Lots wife look unsavory! Only 22.99 a box!
22290,3,0,0,3,2,Turn on the magic of colored light. #longexposure #lightwriting 
22298,3,0,0,3,2,Twinkies are so unfilling. which is odd because they are filled
22309,3,0,0,3,2,"Twitters little blue birds name is Larry, after Celtics, ISU Larry Bird, stick ticker is $TWTR."
22347,3,0,0,3,2,U serious bro?? lol RT 2-3:10am early bird special
22357,3,0,0,3,2,US spy planes are flying over British skies in hunt for Jihadi John's assoc's with advanced tech!  via @BeforeItsNews
22381,3,0,0,3,2,"Un pollito cruzaba la frontera, un zorro se tropieza con el pollo, el zorro le dice, im sorry el pollo le dice im... "
22382,3,0,0,3,2,"Uncalled for All trash ""16. Which one the best? "
22389,3,0,0,3,2,"Unintended consequences of the current fed regulations. 
Trays of uneaten food thrown in the trash, 
Hungry kids.
 "
22399,3,0,0,3,2,Up like an eagle tryna catch the early bird that catches the worm.
22404,6,0,0,6,2,Use to trap them birds now I'm fly like a birdddd
22417,3,0,0,3,2,Vice News interview with the Canadian Jihadi has the poem I translated f4 u as its sound track  
22418,3,0,0,3,2,Video: Charlie Baker campaign team denies contacting Gov. Patrick for meeting 
22419,3,0,0,3,2,Video: Charlie Baker makes final push for votes 
22420,3,0,0,3,2,Video: Charlie Baker remembers Tom Menino 
22421,3,0,0,3,2,Video: On The Record: Charlie Baker 
22425,3,0,0,3,2,Vintage Gold and Diamond Engagement Ring / 10k yellow gold unique #ring Size 4.75 by VintageBaublesnBits  via @Etsy
22429,3,0,0,3,2,WALK OFF HR! @Yankees
22433,3,0,0,3,2,WATCH-Obamas Newly Released Gitmo Jihadi Has Links To Terrorists In Syria  
22434,3,0,0,3,2,WATCH: Excited ISIS Jihadis Getting Their Yezidi Sex Slaves On 'Distribution Day'  #ISIS #tcot #pjnet #lnyhbt #gop
22439,3,0,0,3,2,"WEBBERS! RT Sz13 vnds restorers dream, cracked midsole, sole separation, and fogged bubbles. 150 "
22441,3,0,0,3,2,"WIB plays next Fri (5-16-14)at the Silverdome Ballroom(21+) in Neillsville,WI with Charlie Parr  Hobo Nephews of Uncle Frank! Tickets 15$"
22450,3,0,0,3,2,"Wait a minute... Bowyer causing a yellow in a Chase race RT Caution, 15 #NASCAR"
22452,3,0,0,3,2,Wait did take my brownies??
22456,3,0,0,3,2,Waiting for brownies. I want brownies. Someone hooks it up?
22473,6,0,0,6,2,"Want to go get this brownie, I'm stuck doe."
22474,3,0,0,3,2,Want to touch tha boootyyyyy....neeeeed to touch the heinie 
22477,3,0,0,3,2,"Was finna slit my eyebrows up in the shop but nahhhhhh.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.

.
.
.
.
.
.
.
.
.
.
.
.
."
22486,3,0,0,3,2,Watch out #ned! #crc #worldcup2014 #puravida 
22490,3,0,0,3,2,Watched some crows eat a sandwich
