term,vocabulary_id,hateful_meaning,is_unambiguous,is_unambiguous_in,average_offensiveness,plural_of,variant_of,is_about_nationality,is_about_ethnicity,is_about_religion,is_about_gender,is_about_sexual_orientation,is_about_disability,is_about_class,number_of_sightings
pom,Re6mz8Y9J,"A British (usually English) immigrant. Some claim it derives from 'Prisoner of Mother England' or 'Prisoner of Her Majesty', but it probably derives from pomegranate, rhyming slang for 'immigrant'. It is often used irreverently and is usually considered offensive. Many such migrants to Australia, such as Prime Minister Julia Gillard, call themselves 'ten pound poms', because they paid ten pounds for their passage to Australia between 1945 and 1972 under an assisted migration scheme. Often combined with an adjective, particularly whingeing pom, a reference to migrants who complained about their adopted country. Often used in a sporting (especially cricket and rugby) context, with liberal use of 'pom' and 'Aussie' being used by the media; the term is often seen as unoffensive in this context, and instead as light-hearted banter by those who use it, but still possibly as offensive by those whom it is directed at.",False,,98.0,,,True,False,False,False,False,False,False,0
nip,WZ8JhwzUE,"A person of Japanese descent (shortened version of Nipponese, from Japanese name for Japan, Nippon).",False,,97.0,,,True,False,False,False,False,False,False,0
pommie,t8JzMzQRt,"A British (usually English) immigrant. Some claim it derives from 'Prisoner of Mother England' or 'Prisoner of Her Majesty', but it probably derives from pomegranate, rhyming slang for 'immigrant'. It is often used irreverently and is usually considered offensive. Many such migrants to Australia, such as Prime Minister Julia Gillard, call themselves 'ten pound poms', because they paid ten pounds for their passage to Australia between 1945 and 1972 under an assisted migration scheme. Often combined with an adjective, particularly whingeing pom, a reference to migrants who complained about their adopted country. Often used in a sporting (especially cricket and rugby) context, with liberal use of 'pom' and 'Aussie' being used by the media; the term is often seen as unoffensive in this context, and instead as light-hearted banter by those who use it, but still possibly as offensive by those whom it is directed at.",False,AU,94.0,,pom,True,False,False,False,False,False,False,864
niggar,eUq4VPh6h,A black person.,True,,99.0,,nigger,False,True,False,False,False,False,False,4160
Orangie,k4CkBTtjj,"A pro-British Ulster Protestant, referring to supporters of the Orange Order.",False,,72.0,,,False,False,True,False,False,False,False,0
nigra,3m7BMUBUQ,A black person.,False,,99.0,,nigger,False,True,False,False,False,False,False,216
abo,26CDcDWa2,"Australian Aboriginal person. Originally, this was simply an informal term for Aborigine, and was in fact used by Aboriginal people themselves until it started to be considered offensive in the 1950s. In remoter areas, Aboriginal people still often refer to themselves (quite neutrally) as Blackfellas (and whites as Whitefellas). Although Abo is still considered quite offensive by many, the pejorative boong is now more commonly used when the intent is to deliberately offend, as that word's status as an insult is unequivocal.",False,,84.0,,,False,True,False,False,False,False,False,0
pommy,P7gZG7Tcf,"A British (usually English) immigrant. Some claim it derives from 'Prisoner of Mother England' or 'Prisoner of Her Majesty', but it probably derives from pomegranate, rhyming slang for 'immigrant'. It is often used irreverently and is usually considered offensive. Many such migrants to Australia, such as Prime Minister Julia Gillard, call themselves 'ten pound poms', because they paid ten pounds for their passage to Australia between 1945 and 1972 under an assisted migration scheme. Often combined with an adjective, particularly whingeing pom, a reference to migrants who complained about their adopted country. Often used in a sporting (especially cricket and rugby) context, with liberal use of 'pom' and 'Aussie' being used by the media; the term is often seen as unoffensive in this context, and instead as light-hearted banter by those who use it, but still possibly as offensive by those whom it is directed at.",False,AU,80.0,,pom,True,False,False,False,False,False,False,979
buffie,ZRN2p49HC,"[1] A black person. [2] a young, brown-skinned person 1940s-1950s",False,,75.0,,,False,True,False,False,False,False,False,0
sambo,tGXNgN8Br,A black person.,False,,90.0,,,False,True,False,False,False,False,False,118
darkie,jYqw27BMx,"A black person. The term may cause offense. though Randall Kennedy's Nigger: The Strange Career of a Troublesome Word notes that some judges have considered 'darky' a 'term of endearment.' In South Africa, it can be considered offensive (depending on the context), but is commonly used among black people to refer to other black people in a non-derogatory way.",True,,81.0,,darky,False,True,False,False,False,False,False,3530
beaney,hauHGm329,"People of Mexican descent or, more specifically, mestizos of Central American descent. The term originates from the use of frijoles pintos and other beans in Mexican food.",False,,84.0,,beaner,False,True,False,False,False,False,False,0
shade,GCcajHF9c,"A black person, or one attempting to be perceived as black.",False,,84.0,,,False,True,False,False,False,False,False,0
Christ killer,6hCjv3qHW,"A Jew, an allusion to Jewish deicide. On occasion it can also be used as an anti-Italian slur on the basis the Romans, as ancestors of the present-day Italians, executed Jesus.",True,,93.0,,,False,True,True,False,False,False,False,312
Gerudo,8K3krCHve,"A Muslim female. Probably formed from the name of the Gerudo people, a fantasy race created in the Legend of Zelda series.",False,,93.0,,,False,False,True,False,False,False,False,0
gew,NnqUcvJc7,A German Jew.,False,,89.0,,,True,True,True,False,False,False,False,0
Shelta,ZVMw8fRnB,An Irish Traveller.,False,,78.0,,,True,True,False,False,False,False,False,0
slopy,Au9ewvmY4,"A person of Asian descent, particularly Vietnamese or Chinese.",False,,89.0,,slope,False,True,False,False,False,False,False,0
slit,uJp3C8U2e,A person of Asian descent.,False,,79.0,,,False,True,False,False,False,False,False,0
Skippy,PnKtFbdP8,"A white Australian, alluding to Skippy the Bush Kangaroo, a once-popular Australian television show for children.",False,,45.0,,Skip,True,True,False,False,False,False,False,0
bluegum,Hc3FE6nRr,An African-American perceived as being lazy and who refuses to work.,False,,69.0,,,False,True,False,False,False,False,False,159
ghetto,dpKKz2ueM,Used to describe urban blacks.,False,,70.0,,,False,True,False,False,False,False,False,0
chonky,ee8aGRy7j,A person of Asian descent with perceived Caucasian mannerisms. Concatenation of Chinese and honky.,False,,61.0,,,True,True,False,False,False,False,False,560
chunky,929NC47jm,A person of Asian descent with perceived Caucasian mannerisms. Concatenation of Chinese and honky.,False,,89.0,,chonky,True,True,False,False,False,False,False,0
spike,tkGyaCR69,A very High Church Anglican or Anglo-Catholic.,False,,71.0,,,False,False,True,False,False,False,False,0
squinty,FVnxUw2zf,"A person of East Asian descent in reference to the appearance of the eyes, similar to 'slant'.",False,,96.0,,,False,True,False,False,False,False,False,0
goober,6a4qKRvhx,A rural person or resident of a small town.,False,,98.0,,,False,False,False,False,False,False,False,1706
sub human,dRg2yyahb,A black person.,False,,87.0,,,False,True,False,False,False,False,False,0
guinea,t8xZQvM7C,"A person of Italian birth or descent. Most likely derived from 'Guinea Negro,' implying that Italians are dark or swarthy-skinned like the natives of Guinea. The diminutive 'Ginzo' probably dates back to World War II and is derived from Australian slang picked up by US servicemen in the Pacific Theater.",False,,81.0,,,True,True,False,False,False,False,False,2
cotton picker,4m74BQfBX,Originates from pre-Civil War US. Refers to the slaves who picked cotton all day at the plantations.,True,,74.0,,,False,True,False,False,False,False,False,4658
greaser,8yw69tP76,A person of Italian descent. It can also refer to any person of Mediterranean / Southern European descent or Hispanic descent.,False,,99.0,,greaseball,True,True,False,False,False,False,False,5
Shylock,jTNK8JwU9,"A Jewish person, originated in Merchant of Venice.",False,,72.0,,,False,True,False,False,False,False,False,718
Jap,ztGNRW8Jz,"[1] A Japanese soldier or national, or anyone of Japanese descent. [2] Acronym for 'Jewish-American Princess.'",False,US,58.0,,,True,True,False,False,False,False,False,313
diaper head,2vyCBBzV9,"An Arab, Indian Sikh or other individual of Middle Eastern or South Asian descent wearing traditional headdress such as turbans or keffiyehs. Sometimes used generically for all Islamic nations.",False,,86.0,,raghead,False,True,False,False,False,False,False,369
roundeye,hX9VtZjnv,A white or non-Asian person.,False,,80.0,,,False,True,False,False,False,False,False,145
jig,xpxj2tK9n,"A black person. Jiggaboo or jigabo is from a Bantu verb tshikabo, meaning meek or servile.",False,,97.0,,jigaboo,False,True,False,False,False,False,False,0
jijjiboo,TWVUM7xdk,"A black person. Jiggaboo or jigabo is from a Bantu verb tshikabo, meaning meek or servile.",True,,86.0,,jigaboo,False,True,False,False,False,False,False,0
house nigger,HP8tddveZ,"As with Uncle Tom, a reference to a black person who is subservient to whites.",True,,98.0,,,False,True,False,False,False,False,False,2943
jocky,uDhg9Mbb4,"A Scottish person. Scots language nickname for the personal name John, cognate to the English, Jack. Occasionally used by the English as an insult. but also in respectful reference to elite Scottish, particularly Highland troops, e.g. the 9th (Scottish) Division. Same vein as the English insult for the French, as Frogs.",False,,74.0,,jock,False,False,False,False,False,False,False,354
octaroon,T2RDQb6xa,A person who is 1/8th Black. Originated by the Spanish in the 14th/15th century as they were very exact in their racial classifications to determine a person's worth in society.,True,,81.0,,octroon,False,True,False,False,False,False,False,962
curry stinker,PFnJ6FkJa,A person of East Indian origin.,True,,86.0,,curry muncher,False,True,False,False,False,False,False,7
white nigger,D6Jtu6NYX,"[1] Used in 19th-century United States to refer to the Irish. [2] Sometimes used today in reference to white people in a manner similar to white trash or redneck. [3] Also refers to white youth that imitate urban black youth by means of clothing style, mannerisms, and slang speech. The 'w' at the start of wigger refers to the white person and the 'igger' refers to nigger, which is a racial slur for black people. [4] Also used by radical Quebecois in self-reference, as in the seminal 1968 book White Niggers of America.",True,,99.0,,,True,True,False,False,False,False,False,138
whitey,mrjdR4WKT,A Caucasian.,False,,86.0,,,False,True,False,False,False,False,False,855
WIC,96yhy3Hk2,Acronym for White Irish Catholic.,False,,86.0,,,False,True,True,False,False,False,False,0
Yank,ER94TMbB8,A term for Northerners used by Southerners within the United states or by non-Americans for Americans. From the Dutch Jan Kees ('John Cheese') meaning Englishman.,False,,80.0,,,True,False,False,False,False,False,False,0
Yankee,nC939xC3k,A term for Northerners used by Southerners within the United states or by non-Americans for Americans. From the Dutch Jan Kees ('John Cheese') meaning Englishman.,False,,80.0,,Yank,True,False,False,False,False,False,False,0
kraut,gGB7u9Xqq,"A German, most specifically during World War II. From Sauerkraut.",False,,90.0,,,True,False,False,False,False,False,False,322
lemonhead,3ADEZNZ6x,An Asian person.,False,,79.0,,,False,True,False,False,False,False,False,323
Merkin,xY7ymknxp,Similar to 'American.',False,,73.0,,,True,False,False,False,False,False,False,0
ZOG,hxZtJMKt3,"Zionist Occupation Government, an organization hypothesized by white supremacists to rule the world.",False,US,92.0,,,False,True,False,False,False,False,False,778
sideways pussy,uAuJGgQ9f,"An Asian woman, particularly of Chinese descent.",True,,88.0,,sideways vagina,True,True,False,False,False,False,False,281
cowboy killer,B4tfQxY3Q,A Native American.,False,,74.0,,,False,True,False,False,False,False,False,812
eyetie,9RbmyaNJr,An Italian person. Originated through the mispronunciation of 'Italian' as 'Eye-talian.',True,,81.0,,,True,True,False,False,False,False,False,215
proddy dog,64mQJ3KAE,"A Protestant, particularly a rival kid from a Protestant school. 'Proddywhoddy' and 'proddywoddy' are used in children's school rhymes in Cork",True,,84.0,,prod,False,False,True,False,False,False,False,57
prairie nigger,H8g8GZ4Ax,A Native American.,True,,98.0,,,False,True,False,False,False,False,False,128
Southern fairy,a3m8GPkcf,"Used in the north of England, the term originates from the inability of southern Englishmen being unable to consume amounts of alcohol over 2 units at any one period. ",False,GB,76.0,,,False,False,False,False,False,False,False,300
coon ass,ZGgc8Fan8,A person of Cajun ethnicity.,True,,72.0,,,False,True,False,False,False,False,False,3486
moulie,3K3zQvqm9,"A black person, used by Italians in US. It is a corruption of melanzane, the Italian word for eggplant.",True,,89.0,,,False,True,False,False,False,False,False,357
sideways vagina,7y2VTFXCn,"An Asian woman, particularly of Chinese descent.",True,,94.0,,,True,True,False,False,False,False,False,633
camel humper,fz6E48ehr,Person of Middle Eastern descent.,True,,95.0,,camel jockey,False,True,False,False,False,False,False,352
FOB,g9QGBUKJP,A person of foreign nationality.,False,,88.0,,fresh off the boat,True,False,False,False,False,False,False,0
fresh off the boat,2DEurVX63,A person of foreign nationality.,False,,52.0,,,True,False,False,False,False,False,False,2
gable,nQZaZ9NbF,A black person.,False,,75.0,,,False,True,False,False,False,False,False,0
spade,yFQ74vr9C,"A black person, originating with the suit in a deck of cards.",False,,93.0,,,False,True,False,False,False,False,False,0
wagon burner,UbKAZ2J3B,A Native American person.,True,,87.0,,,False,True,False,False,False,False,False,322
moulignon,Wzwy99PA8,"A black person, used by Italians in US. It is a corruption of melanzane, the Italian word for eggplant.",True,,89.0,,moulie,False,True,False,False,False,False,False,86
border bunny,7BtqnhDHy,"A person of Latino descent, particularly a Mexican migrant laborer.",True,,85.0,,wetback,False,True,False,False,False,False,False,111
dune coon,qb2KqVgnC,A person of Arab descent.,True,,99.0,,sand nigger,False,True,False,False,False,False,False,1199
mosshead,PwM7XTJHW,A black person.,False,,81.0,,,False,True,False,False,False,False,False,57
gooky,GHxF7bn87,"An Asian, especially an enemy soldier of Asian descent. Its use as an ethnic slur has been traced to US Marines serving in the Philippines in the early 20th century. The earliest recorded example is dated 1920. It gained widespread notice as a result of the Korean and Vietnam wars.",False,,97.0,,gook,False,True,False,False,False,False,False,307
border jumper,JfzXrQr7x,"A person of Latino descent, particularly a Mexican migrant laborer.",True,,82.0,,wetback,False,True,False,False,False,False,False,1812
higger,Ywy6VyXT8,A Hindu person with preceived black mannerisms.,False,,68.0,,,False,True,True,False,False,False,False,181
gippo,N4DyxwBHg,"[1] A Romani people. [2] Egyptians. These are variations of 'Gypsy', the most common word in English for people of Romani origin. 'Gypsy' is not in itself an ethnic slur but its usage is sometimes controversial.",True,,97.0,,gyppo,False,True,False,False,False,False,False,1366
gyppo,EZKArmFB3,"[1] A Romani people. [2] Egyptians. These are variations of 'Gypsy', the most common word in English for people of Romani origin. 'Gypsy' is not in itself an ethnic slur but its usage is sometimes controversial.",True,,90.0,,,False,True,False,False,False,False,False,2144
touch of the tar brush,tP4pHEaRC,A person of predominantly Caucasian ancestry with real or suspected African or Asian distant ancestry.,True,,90.0,,,False,True,False,False,False,False,False,339
yardie,g4VgeMDUH,"[1] A person from Jamaica, sometimes derogatory, referring to gang membership or low economic status. [2] In the UK, can be used broadly to denote a black person with gang association and/or engaging in criminal behavior.",False,GB,76.0,,,True,True,False,False,False,False,True,2459
boo,RDX92tdyM,"A black person. Jiggaboo or jigabo is from a Bantu verb tshikabo, meaning meek or servile.",False,,78.0,,jigaboo,False,True,False,False,False,False,False,1
Rico Suave,V7KK9jdja,"A person of Hispanic descent, from the singer of the same name.",False,,55.0,,,False,True,False,False,False,False,False,1116
redneck,yFMmh3ezd,Southern laborer-class whites.,False,,68.0,,,False,False,False,False,False,False,True,1303
muzzie,b7PHp7TKN,A Muslim.,True,,84.0,,,False,False,True,False,False,False,False,5288
queer,V4Jc79fhB,A homosexual.,False,,44.0,,,False,False,False,False,True,False,False,1083
nigglet,cyx7mvDEF,A black child.,True,,99.0,,niglet,False,True,False,False,False,False,False,4240
niggur,WeZJrBa82,A black person.,True,,99.0,,nigger,False,True,False,False,False,False,False,5977
niglet,tTWJV3kr3,A black child.,True,,99.0,,,False,True,False,False,False,False,False,4032
ofay,xfb7ykAzV,"A white person, from Pig Latin for 'foe.'",False,,75.0,,,False,True,False,False,False,False,False,874
piky,dfp72czzG,Derived from 'turnpike'. [1] An Irish person. [2] A gypsy. [3] An itinerant or vagrant lower-class or poor person.,False,,97.0,,pikey,True,True,False,False,False,False,False,0
piker,Bw33KZbKj,Derived from 'turnpike'. [1] An Irish person. [2] A gypsy. [3] An itinerant or vagrant lower-class or poor person.,False,,78.0,,pikey,True,True,False,False,False,False,False,558
niggor,jhB2e99jH,A black person.,False,,99.0,,nigger,False,True,False,False,False,False,False,309
abbo,pRMFc3bQC,"Australian Aboriginal person. Originally, this was simply an informal term for Aborigine, and was in fact used by Aboriginal people themselves until it started to be considered offensive in the 1950s. In remoter areas, Aboriginal people still often refer to themselves (quite neutrally) as Blackfellas (and whites as Whitefellas). Although Abo is still considered quite offensive by many, the pejorative boong is now more commonly used when the intent is to deliberately offend, as that word's status as an insult is unequivocal.",False,,86.0,,abo,False,True,False,False,False,False,False,0
af,BWd7HQVz7,"An African, used by white Rhodesians.",False,,100.0,,,False,True,False,False,False,False,False,0
sooty,Nqm8FJxVw,"A black person, originated in the US in the 1950s.",False,,74.0,,,False,True,False,False,False,False,False,1
alligator bait,97uyVYFXG,"A black person, especially a black child. More commonly used in states where alligators are found, particularly Florida. First used in the early 20th century, although some hypothesize the term originated in the late 19th century.",False,,72.0,,,False,True,False,False,False,False,False,1324
ape,hQQf3gUwU,A black person,False,,86.0,,,False,True,False,False,False,False,False,1
eight ball,JRP2kr36P,A black person.,False,,91.0,,,False,True,False,False,False,False,False,1
pickaninny,jh3mcgDeW,Black children.,True,,97.0,,,False,True,False,False,False,False,False,1393
Chinaman,XZCB3fVua,"Found offensive, although it is a translation of the Chinese. It was used in the gold rush and railway-construction eras in western North America, when discrimination against Chinese was common.",True,,72.0,,,True,False,False,False,False,False,False,3241
nigor,AZehm4x3h,A black person.,False,,99.0,,nigger,False,True,False,False,False,False,False,85
chigger,JKgDa2T3h,[1] A Chinese person trying to act like a black person. [2] A person of mixed black and Asian parentage.,False,,77.0,,,True,True,False,False,False,False,False,0
Moor,gyhqb9PXg,"A black person, from the black Muslims which invaded Europe during the Middle Ages.",False,,94.0,,,False,True,False,False,False,False,False,0
Bengali,T6auDhq9R,"Used by Myanmar Buddhists to foment hate and exclusion from citizenship of Muslims. Calling them ""Bengali"" indicates they should be eliminated from Myanmar.",False,,43.0,,,True,True,True,False,False,False,False,0
African catfish,6HMveGX48,Referring to Muslims in Myanmar as an invasive species,False,,93.0,,,False,True,True,False,False,False,False,31
border hopper,P6gZG7Tcf,"A person of Latino descent, particularly a Mexican migrant laborer.",True,,85.0,,wetback,False,True,False,False,False,False,False,1330
clam,NegH8tRA7,"A Scientologist, referring to a passage about clam engrams in L. Ron Hubbard's 1952 book, What To Audit, later renamed The History Of Man",False,,77.0,,clamhead,False,False,True,False,False,False,False,0
clamhead,wKYjEED2R,"A Scientologist, referring to a passage about clam engrams in L. Ron Hubbard's 1952 book, What To Audit, later renamed The History Of Man",False,,77.0,,,False,False,True,False,False,False,False,0
Bounty bar,uGFBj7UHj,"White on the inside and brown on the outside, like a Bounty chocolate bar. As with wigger, this is both a subcultural and ethnic slur. The immediate target is criticized for having the cultural values of a different ethnic group, with the implication that the ethnic group in question is bad or inferior. Coconut and Oreo are used in the same way.",False,,56.0,,,False,True,False,False,False,False,False,0
boxhead,4UkBP2jYD,A person of German descent.,False,,55.0,,,True,False,False,False,False,False,False,0
bohunk,amk8z3BXK,A person of east-central European descent. Originally referred to those of Bohemian (now Czech Republic) descent. It was commonly used toward Ukrainian immigrants during the early 20th century.,False,,78.0,,,True,True,False,False,False,False,False,608
bunga,nr4uAE2QZ,"[1] Australian aboriginal. Boong, pronounced with (like the vowel in bull), is related to the Australian English slang word bung, meaning dead; infected; or dysfunctional. From bung, to go bung 'Originally to die, then to break down, go bankrupt, cease to function [Ab. bong dead]'. Highly offensive. [2] In New Zealand, a Pacific Islander.",False,,99.0,,boong,False,True,False,False,False,False,False,0
cripple,e63tCRNyH,A disabled person.,False,,71.0,,,False,False,False,False,False,True,False,5039
camel jockey,WjRbvuV3r,Person of Middle Eastern descent.,True,,80.0,,,False,True,False,False,False,False,False,3100
dego,4cCtTWT8E,"An Italian, Spaniard or Portuguese person, possibly derived from the Spanish name, 'Diego,' a corruption of the title Hidalgo (member of the Gentry, from Spanish > hijo de algo 'son of someone [important]' or the Sardinian language first person pronoun, dego)t.",False,,75.0,,dago,False,True,False,False,False,False,False,0
bug eater,NxD7c4fDz,An person of Asian descent.,False,,78.0,,,False,True,False,False,False,False,False,0
domes,x276QEUu3,"Hispanic word for a person from the Dominican Republic, possibly from the Washington Heights area of New York City.",False,,74.0,,,True,True,False,False,False,False,False,0
curry muncher,x9dnZhTqw,A person of East Indian origin.,True,,74.0,,,False,True,False,False,False,False,False,3568
septic,uk6233Z4v,An American. (Cockney rhyming slang: Septic tank - Yank),False,,74.0,,seppo,True,False,False,False,False,False,False,0
spic,r8HcNVfbx,"A person of Hispanic descent. First recorded use in 1915. Theories include from 'no spik English' (and spiggoty from the Chicano no speak-o t'e English), but common belief is that it is an abbreviation of 'Hispanic'.",False,,81.0,,,False,True,False,False,False,False,False,668
Ubangee,C2hTa8h7f,"A black person, particularly a black woman, from the Ubangi people of Africa",False,,70.0,,Ubangi,False,True,False,False,False,False,False,4
Ubangi,x98eutUZ6,"A black person, particularly a black woman, from the Ubangi people of Africa",False,,70.0,,,False,True,False,False,False,False,False,0
sole,NjeXPEqp4,A person of Samoan descent.,False,,79.0,,,True,True,False,False,False,False,False,0
spear chucker,jY6nXuhkC,"A term used for an African American, or other person of African descent.",True,,87.0,,,False,True,False,False,False,False,False,1522
snowflake,C6zJ9deuf,"[1] Civil war term for an educated (white collar) black person. [2] A person of Jewish descent, from the ashes in the vicinity of concentration camps.",False,,77.0,,,False,True,False,False,False,False,False,0
snout,4fqHMzaMN,Offensive term used in Northern Ireland to describe Protestants of British descent living in Northern Ireland.,False,,86.0,,,True,False,True,False,False,False,False,0
shine,ZDdXmD8Gn,"A black person, originating from their working at shoe shine stands on urban streets or in bus and train station terminals.",False,,92.0,,,False,True,False,False,False,False,False,0
shiner,JPetE3wVv,"A black person, originating from their working at shoe shine stands on urban streets or in bus and train station terminals.",False,,92.0,,shine,False,True,False,False,False,False,False,0
slope,Gb8fYPryv,"A person of Asian descent, particularly Vietnamese or Chinese.",False,,83.0,,,False,True,False,False,False,False,False,0
slant,6cpYWyJwz,"A person of Asian origin (Chinese, Japanese, Korean, Vietnamese etc.) Derived from the term for those who have epicanthic folds.",False,,93.0,,,False,True,False,False,False,False,False,0
Skip,Kh3CmA8cX,"A white Australian, alluding to Skippy the Bush Kangaroo, a once-popular Australian television show for children.",False,,45.0,,,True,True,False,False,False,False,False,0
ghost,rHeEAZ3cH,A Caucasian,False,,94.0,,,False,True,False,False,False,False,False,0
sand nigger,D29BRfCeD,"Derogatory term for a person from the Middle East, Arab, South Asian world",True,,100.0,,,True,True,False,False,False,False,False,5377
gin,yAk7n8Vf7,"In Australia, an Aboriginal woman.",False,,86.0,,,False,True,False,False,False,False,False,0
ginzo,8eKazXj7K,"A person of Italian birth or descent. Most likely derived from 'Guinea Negro,' implying that Italians are dark or swarthy-skinned like the natives of Guinea. The diminutive 'Ginzo' probably dates back to World War II and is derived from Australian slang picked up by US servicemen in the Pacific Theater.",False,,71.0,,guinea,True,True,False,False,False,False,False,90
gipp,gdK4ANJCC,"[1] A Romani people. [2] Egyptians. These are variations of 'Gypsy', the most common word in English for people of Romani origin. 'Gypsy' is not in itself an ethnic slur but its usage is sometimes controversial.",False,,73.0,,gyppo,False,True,False,False,False,False,False,0
slant eye,3W7xBnyHz,"A person of Asian origin (Chinese, Japanese, Korean, Vietnamese etc.) Derived from the term for those who have epicanthic folds.",True,,93.0,,slant,False,True,False,False,False,False,False,907
stovepipe,hEpw7KCWY,A black person.,False,,85.0,,,False,True,False,False,False,False,False,0
Taffy,HQYe6AWkd,"A Welsh person. First used ca. 17th century. From the River Taff or the Welsh pronunciation of the name David (in Welsh, Dafydd). Children's rhyme: 'Taffy was a Welshman, Taffy was a thief'. Generally considered offensive when used by an English person.",False,,82.0,,,True,True,False,False,False,False,False,0
sucker fish,vKFx9AKJ2,"A term used ambiguously in southern Oregon directed towards the Klamath people during a dispute over the sucker fish of the Klamath River which was considered sacred by the tribe. Troublemakers displayed bumper-stickers with the message 'Save a Farmer, Fillet a sucker fish.'",False,,78.0,,,False,True,False,False,False,False,False,0
tan,dcAChG8fa,"A British person, derived from the Black and Tans, the nickname for an auxiliary British Army unit deployed to Ireland in the 1920s and which gained a reputation for brutality.",False,,83.0,,,True,False,False,False,False,False,False,0
tar baby,TdCNNwnc7,A black child.,False,,87.0,,,False,True,False,False,False,False,False,1339
teapot,kNk3N82pn,A black person. [19th century],False,,74.0,,,False,True,False,False,False,False,False,0
gypo,p2Q4DVrg2,"[1] A Romani people. [2] Egyptians. These are variations of 'Gypsy', the most common word in English for people of Romani origin. 'Gypsy' is not in itself an ethnic slur but its usage is sometimes controversial.",True,,90.0,,gyppo,False,True,False,False,False,False,False,6161
gyppie,XXdW2zZkG,"[1] A Romani people. [2] Egyptians. These are variations of 'Gypsy', the most common word in English for people of Romani origin. 'Gypsy' is not in itself an ethnic slur but its usage is sometimes controversial.",True,,90.0,,gyppo,False,True,False,False,False,False,False,5
tenker,G2we6H8cq,"[1] An inconsequential person (typically lower class). [2] A Gypsy. [3] In Scotland, a member of the native community previously itinerant (but mainly now settled) who were reputed for their production of domestic implements from basic materials and for repair of the same items, being also known in the past as 'travelling tinsmiths'. The slur is possibly derived from a reputation for rowdy and alcoholic recreation. Often wrongly confused with Gypsy/Romany people.",False,,71.0,,tinker,False,True,False,False,False,False,False,0
halfrican,EtUbqU7PQ,Denotes a person that is half African.,True,,81.0,,,False,True,False,False,False,False,False,187
tiger,eZPvn8GaM,A Tamil.,False,,94.0,,,False,True,False,False,False,False,False,0
hick,rhcgFhXq2,A rural person.,False,,84.0,,,False,False,False,False,False,False,True,725
heeb,wXVQnN6cF,"A Jewish person, derived from the word 'Hebrew'.",False,,79.0,,hebe,False,True,True,False,False,False,False,508
thicklips,kqm3TCyV6,A black person.,False,,100.0,,,False,True,False,False,False,False,False,63
tinker,EpNURj98c,"[1] An inconsequential person (typically lower class). [2] A Gypsy. [3] In Scotland, a member of the native community previously itinerant (but mainly now settled) who were reputed for their production of domestic implements from basic materials and for repair of the same items, being also known in the past as 'travelling tinsmiths'. The slur is possibly derived from a reputation for rowdy and alcoholic recreation. Often wrongly confused with Gypsy/Romany people.",False,,81.0,,,False,True,False,False,False,False,False,0
tynkere,ef9M3d2ek,"[1] An inconsequential person (typically lower class). [2] A Gypsy. [3] In Scotland, a member of the native community previously itinerant (but mainly now settled) who were reputed for their production of domestic implements from basic materials and for repair of the same items, being also known in the past as 'travelling tinsmiths'. The slur is possibly derived from a reputation for rowdy and alcoholic recreation. Often wrongly confused with Gypsy/Romany people.",False,,86.0,,tinker,False,True,False,False,False,False,False,0
heinie,EF7TgMVHu,A person of German descent.,False,,74.0,,,True,False,False,False,False,False,False,0
hairyback,fZ3Ubuaqh,A derogatory term for Afrikaners,False,,79.0,,,False,True,False,False,False,False,False,53
Tommy,kwnqV7VYc,"German slang for a British person, particular a soldier.",False,,90.0,,,True,False,False,False,False,False,False,0
honkie,aMp264eJn,"A white person. Derived from an African-American pronunciation of 'hunky', the disparaging term for a Hungarian laborer. The first record of its use as an insulting term for a white person dates from the 1950s.",True,,71.0,,honky,False,True,False,False,False,False,False,3260
Hun,UZeX882xC,"[1] A German, especially a German soldier; popular during World War I. Derived from a speech given by Kaiser Wilhelm of Germany to the German contingent sent to China during the Boxer Rebellion in which he exhorted them to 'be like Huns' (i.e., savage and ruthless) to their Chinese enemy. [2] A Protestant in Northern Ireland. [3] A member of the British military in Ireland ('Britannia's huns').",False,,75.0,,,True,False,True,False,False,False,False,0
Hunky,8ab7X9AMJ,[1] A Hungarian. [2] A person of central or east European birth or descent.,False,,82.0,,,True,True,False,False,False,False,False,0
hebro,hAB3NpaED,"A black Jew, from the combination of Hebrew and 'bro'.",False,,99.0,,,False,True,True,False,False,False,False,203
trash,UgEye7Ew3,A Caucasian of low class or limited income.,False,,52.0,,white trash,False,True,False,False,False,False,True,0
spigger,WVqQvFzk6,A person of mixed Hispanic and black parentage.,True,,100.0,,spickaboo,False,True,False,False,False,False,False,114
ike,mhG8EX3vA,A Jewish person (from Isaac and Moses).,False,,85.0,,ikey,False,True,False,False,False,False,False,0
ikey,U27bHMdec,A Jewish person (from Isaac and Moses).,False,,85.0,,,False,True,False,False,False,False,False,0
iky,bf49AdvQ4,A Jewish person (from Isaac and Moses).,False,,80.0,,ikey,False,True,False,False,False,False,False,0
Hunkie,hwBwTB4Dr,[1] A Hungarian. [2] A person of central or east European birth or descent.,False,,82.0,,Hunky,True,True,False,False,False,False,False,0
Honyak,2j83kP8xD,A Hungarian-Polish person.,False,,89.0,,Hunyak,True,False,False,False,False,False,False,0
